 	Label	ID	TRACK_ID	QUALITY	POSITION_X	POSITION_Y	POSITION_Z	POSITION_T	FRAME	RADIUS	VISIBILITY	MANUAL_COLOR	MEAN_INTENSITY	MEDIAN_INTENSITY	MIN_INTENSITY	MAX_INTENSITY	TOTAL_INTENSITY	STANDARD_DEVIATION	ESTIMATED_DIAMETER	CONTRAST	SNR
700	ID1975	1975	26	89.824	370.039	26.262	0	361	361	2.500	1	-10921639	261.378	173	73	1090	9671	260.166	2.000	0.458	0.631
701	ID1977	1977	26	83.662	370.043	16.752	0	362	362	2.500	1	-10921639	229.541	128	46	1226	8493	249.584	2.000	0.443	0.565
702	ID1979	1979	26	63.963	369.949	7.164	0	363	363	2.500	1	-10921639	191.054	126	49	851	7069	182.549	2.000	0.419	0.618
703	ID1928	1928	27	90.794	115.873	246.177	0	338	338	2.500	1	-10921639	218.595	92	29	1162	8088	270.467	2.000	0.565	0.584
704	ID1931	1931	27	99.931	115.760	236.719	0	339	339	2.500	1	-10921639	247.676	118	40	1293	9164	304.707	2.000	0.575	0.594
705	ID1934	1934	27	110.906	115.681	227.135	0	340	340	2.500	1	-10921639	270.297	113	48	1357	10001	337.473	2.000	0.556	0.573
706	ID1933	1933	27	86.482	115.529	217.620	0	341	341	2.500	1	-10921639	223.595	92	29	1050	8273	278.327	2.000	0.542	0.565
707	ID1936	1936	27	93.413	115.430	208.008	0	342	342	2.500	1	-10921639	231.892	108	36	1199	8580	289.422	2.000	0.566	0.579
708	ID1938	1938	27	107.876	115.346	198.489	0	343	343	2.500	1	-10921639	275.054	111	35	1355	10177	347.639	2.000	0.564	0.571
709	ID1940	1940	27	100.971	115.244	188.887	0	344	344	2.500	1	-10921639	239.568	93	39	1302	8864	301.020	2.000	0.590	0.591
710	ID1942	1942	27	127.657	115.151	179.352	0	345	345	2.500	1	-10921639	307.270	121	51	1544	11369	392.148	2.000	0.590	0.582
711	ID1944	1944	27	123.791	115.066	169.796	0	346	346	2.500	1	-10921639	287.946	114	35	1623	10654	369.508	2.000	0.601	0.585
712	ID1950	1950	27	116.474	115.023	160.235	0	347	347	2.500	1	-10921639	274.297	125	45	1432	10149	346.506	2.000	0.592	0.589
713	ID1949	1949	27	120.198	114.929	150.686	0	348	348	2.500	1	-10921639	288.162	112	40	1593	10662	366.598	2.000	0.569	0.570
714	ID1952	1952	27	111.913	114.901	141.071	0	349	349	2.500	1	-10921639	261.378	102	40	1546	9671	330.706	2.000	0.600	0.593
715	ID1947	1947	27	115.432	114.864	131.554	0	350	350	2.500	1	-10921639	285.514	118	33	1467	10564	358.342	2.000	0.568	0.577
716	ID1954	1954	27	111.382	114.845	121.987	0	351	351	2.500	1	-10921639	262.541	113	36	1523	9714	331.532	2.000	0.567	0.573
717	ID1956	1956	27	119.508	114.688	112.425	0	352	352	2.500	1	-10921639	301.054	135	50	1382	11139	375.232	2.000	0.597	0.600
718	ID1960	1960	27	115.812	114.672	102.906	0	353	353	2.500	1	-10921639	282.973	134	31	1463	10470	348.887	2.000	0.571	0.590
719	ID1958	1958	27	95.459	114.534	93.334	0	354	354	2.500	1	-10921639	251.541	114	47	1128	9307	302.501	2.000	0.552	0.591
720	ID1962	1962	27	87.573	114.502	83.712	0	355	355	2.500	1	-10921639	223.919	90	21	1115	8285	279.816	2.000	0.554	0.570
721	ID1964	1964	27	91.038	114.467	74.178	0	356	356	2.500	1	-10921639	239.135	111	34	1099	8848	277.898	2.000	0.543	0.605
722	ID1967	1967	27	107.935	114.361	64.622	0	357	357	2.500	1	-10921639	284.297	141	31	1318	10519	334.779	2.000	0.509	0.573
723	ID1968	1968	27	119.628	114.266	55.048	0	358	358	2.500	1	-10921639	302.135	155	41	1521	11179	351.066	2.000	0.538	0.602
724	ID1971	1971	27	103.563	114.208	45.562	0	359	359	2.500	1	-10921639	264.649	133	20	1317	9792	323.364	2.000	0.526	0.564
725	ID1972	1972	27	119.545	114.114	35.928	0	360	360	2.500	1	-10921639	298.108	140	24	1554	11030	345.433	2.000	0.555	0.616
726	ID1974	1974	27	95.102	114.043	26.416	0	361	361	2.500	1	-10921639	252.324	144	28	1177	9336	286.811	2.000	0.555	0.628
727	ID1976	1976	27	132.674	113.975	16.897	0	362	362	2.500	1	-10921639	336.595	164	28	1629	12454	378.888	2.000	0.527	0.613
728	ID1978	1978	27	95.172	113.929	7.274	0	363	363	2.500	1	-10921639	254.568	143	36	1177	9419	275.554	2.000	0.535	0.644
729	ID1982	1982	28	84.770	106.359	246.226	0	364	364	2.500	1	-10921639	211.541	86	19	1129	7827	264.679	2.000	0.547	0.565
730	ID1981	1981	28	89.718	106.269	236.737	0	365	365	2.500	1	-10921639	218.622	103	34	1202	8089	279.042	2.000	0.584	0.577
731	ID1984	1984	28	86.773	106.206	227.186	0	366	366	2.500	1	-10921639	210.297	84	11	1159	7781	260.113	2.000	0.563	0.583
732	ID1987	1987	28	101.828	106.087	217.608	0	367	367	2.500	1	-10921639	251.108	98	40	1253	9291	313.751	2.000	0.569	0.580
733	ID1988	1988	28	126.811	105.928	208.104	0	368	368	2.500	1	-10921639	296.351	131	55	1617	10965	371.931	2.000	0.589	0.591
734	ID1991	1991	28	105.630	105.842	198.550	0	369	369	2.500	1	-10921639	257.216	95	34	1377	9517	335.190	2.000	0.585	0.566
735	ID1992	1992	28	120.990	105.776	188.981	0	370	370	2.500	1	-10921639	278.162	108	47	1551	10292	362.160	2.000	0.604	0.579
736	ID1994	1994	28	104.415	105.694	179.498	0	371	371	2.500	1	-10921639	258.108	108	33	1316	9550	341.318	2.000	0.586	0.559
737	ID1996	1996	28	112.322	105.662	169.900	0	372	372	2.500	1	-10921639	268.703	112	26	1424	9942	341.525	2.000	0.585	0.581
738	ID1998	1998	28	113.666	105.545	160.325	0	373	373	2.500	1	-10921639	282.892	113	35	1425	10467	365.765	2.000	0.572	0.563
739	ID2000	2000	28	129.725	105.500	150.736	0	374	374	2.500	1	-10921639	320.730	127	39	1625	11867	417.857	2.000	0.579	0.563
740	ID2002	2002	28	148.174	105.420	141.168	0	375	375	2.500	1	-10921639	363.216	153	47	1830	13439	456.103	2.000	0.616	0.607
741	ID2005	2005	28	133.688	105.307	131.599	0	376	376	2.500	1	-10921639	328.865	125	43	1693	12168	421.929	2.000	0.581	0.573
742	ID2006	2006	28	131.453	105.285	122.030	0	377	377	2.500	1	-10921639	319.676	147	34	1625	11828	390.200	2.000	0.581	0.602
743	ID2008	2008	28	119.625	105.249	112.472	0	378	378	2.500	1	-10921639	305.486	144	50	1537	11303	377.343	2.000	0.589	0.600
744	ID2010	2010	28	101.693	105.114	102.922	0	379	379	2.500	1	-10921639	241.054	119	26	1370	8919	299.950	2.000	0.582	0.591
745	ID2012	2012	28	115.528	105.089	93.326	0	380	380	2.500	1	-10921639	286.838	137	51	1457	10613	347.984	2.000	0.566	0.596
746	ID2014	2014	28	148.444	105.006	83.856	0	381	381	2.500	1	-10921639	354.676	153	34	1873	13123	434.884	2.000	0.573	0.594
747	ID2016	2016	28	93.271	104.918	74.252	0	382	382	2.500	1	-10921639	233.811	110	26	1165	8651	274.742	2.000	0.571	0.619
748	ID2018	2018	28	103.280	104.897	64.721	0	383	383	2.500	1	-10921639	259.216	123	26	1331	9591	305.804	2.000	0.538	0.593
749	ID2022	2022	28	139.419	104.810	55.109	0	384	384	2.500	1	-10921639	347.162	168	37	1636	12845	404.708	2.000	0.567	0.620
750	ID2021	2021	28	108.753	104.741	45.624	0	385	385	2.500	1	-10921639	284.243	129	26	1422	10517	332.517	2.000	0.516	0.582
751	ID2024	2024	28	92.764	104.709	36.054	0	386	386	2.500	1	-10921639	234.027	123	28	1143	8659	274.307	2.000	0.564	0.615
752	ID2027	2027	28	107.460	104.589	26.483	0	387	387	2.500	1	-10921639	303.162	170	43	1275	11217	340.578	2.000	0.535	0.621
753	ID2028	2028	28	105.391	104.501	16.919	0	388	388	2.500	1	-10921639	284.432	150	26	1259	10524	320.237	2.000	0.531	0.616
754	ID2030	2030	28	94.612	104.453	7.437	0	389	389	2.500	1	-10921639	269.135	143	38	1080	9958	294.573	2.000	0.529	0.633
755	ID1983	1983	29	65.808	362.416	245.985	0	364	364	2.500	1	-10921639	207.081	127	50	845	7662	193.868	2.000	0.393	0.603
756	ID1980	1980	29	75.345	362.334	236.487	0	365	365	2.500	1	-10921639	236.892	129	56	926	8765	232.570	2.000	0.429	0.611
757	ID1985	1985	29	77.791	362.184	226.979	0	366	366	2.500	1	-10921639	222.703	120	59	1032	8240	224.133	2.000	0.464	0.630
758	ID1986	1986	29	83.033	362.074	217.381	0	367	367	2.500	1	-10921639	246.757	143	49	1046	9130	246.856	2.000	0.445	0.616
759	ID1989	1989	29	114.109	362.018	207.861	0	368	368	2.500	1	-10921639	315.486	183	87	1591	11673	330.733	2.000	0.452	0.594
760	ID1990	1990	29	112.341	361.918	198.279	0	369	369	2.500	1	-10921639	315.541	198	75	1488	11675	330.028	2.000	0.474	0.615
761	ID1993	1993	29	122.881	361.848	188.815	0	370	370	2.500	1	-10921639	335.324	188	73	1705	12407	362.294	2.000	0.462	0.585
762	ID1995	1995	29	112.080	361.781	179.227	0	371	371	2.500	1	-10921639	302.405	160	63	1553	11189	337.329	2.000	0.484	0.585
763	ID1997	1997	29	104.626	361.689	169.672	0	372	372	2.500	1	-10921639	290.892	142	63	1419	10763	323.736	2.000	0.467	0.572
764	ID1999	1999	29	109.777	361.629	160.062	0	373	373	2.500	1	-10921639	306.378	157	67	1408	11336	327.072	2.000	0.490	0.616
765	ID2001	2001	29	90.413	361.509	150.517	0	374	374	2.500	1	-10921639	267.000	131	61	1136	9879	293.473	2.000	0.451	0.566
766	ID2003	2003	29	98.836	361.481	140.949	0	375	375	2.500	1	-10921639	273.946	139	57	1268	10136	304.867	2.000	0.481	0.584
767	ID2004	2004	29	87.366	361.352	131.453	0	376	376	2.500	1	-10921639	250.595	118	53	1097	9272	275.772	2.000	0.464	0.576
768	ID2007	2007	29	97.054	361.268	121.842	0	377	377	2.500	1	-10921639	265.919	139	50	1302	9839	290.844	2.000	0.476	0.590
769	ID2009	2009	29	106.679	361.259	112.308	0	378	378	2.500	1	-10921639	298.514	159	64	1442	11045	324.581	2.000	0.471	0.589
770	ID2011	2011	29	100.501	361.124	102.790	0	379	379	2.500	1	-10921639	275.703	149	66	1367	10201	295.619	2.000	0.469	0.596
771	ID2013	2013	29	113.445	361.103	93.200	0	380	380	2.500	1	-10921639	308.054	188	60	1567	11398	334.004	2.000	0.490	0.607
772	ID2015	2015	29	93.015	361.056	83.677	0	381	381	2.500	1	-10921639	261.459	136	43	1315	9674	278.561	2.000	0.455	0.587
773	ID2017	2017	29	83.542	360.988	74.098	0	382	382	2.500	1	-10921639	225.378	125	62	1238	8339	247.208	2.000	0.455	0.570
774	ID2019	2019	29	70.023	360.918	64.588	0	383	383	2.500	1	-10921639	200.811	120	39	898	7430	211.220	2.000	0.436	0.577
775	ID2023	2023	29	72.104	360.862	54.953	0	384	384	2.500	1	-10921639	197.378	110	36	1012	7303	208.487	2.000	0.484	0.618
776	ID2020	2020	29	87.415	360.816	45.456	0	385	385	2.500	1	-10921639	261.865	134	75	1145	9689	267.014	2.000	0.450	0.609
777	ID2025	2025	29	98.917	360.776	35.914	0	386	386	2.500	1	-10921639	275.595	160	55	1350	10197	288.190	2.000	0.467	0.609
778	ID2026	2026	29	96.623	360.644	26.374	0	387	387	2.500	1	-10921639	294.973	177	75	1212	10914	291.781	2.000	0.429	0.607
779	ID2029	2029	29	65.786	360.528	16.741	0	388	388	2.500	1	-10921639	201.243	130	35	857	7446	201.320	2.000	0.418	0.589
780	ID2031	2031	29	77.620	360.505	7.317	0	389	389	2.500	1	-10921639	234.324	134	52	954	8670	245.424	2.000	0.432	0.576
781	ID2032	2032	30	95.427	96.958	246.354	0	390	390	2.500	1	-10921639	234.784	91	28	1213	8687	292.463	2.000	0.555	0.573
782	ID2034	2034	30	79.416	96.790	236.850	0	391	391	2.500	1	-10921639	191.162	84	22	997	7073	238.482	2.000	0.577	0.587
783	ID2036	2036	30	99.906	96.737	227.318	0	392	392	2.500	1	-10921639	244.216	100	30	1243	9036	310.380	2.000	0.577	0.576
784	ID2038	2038	30	108.784	96.600	217.754	0	393	393	2.500	1	-10921639	270.838	110	38	1325	10021	338.666	2.000	0.581	0.588
785	ID2040	2040	30	98.808	96.511	208.167	0	394	394	2.500	1	-10921639	245.919	100	35	1219	9099	312.575	2.000	0.564	0.567
786	ID2043	2043	30	117.074	96.403	198.640	0	395	395	2.500	1	-10921639	290.622	122	23	1513	10753	375.142	2.000	0.584	0.571
787	ID2044	2044	30	105.347	96.273	189.051	0	396	396	2.500	1	-10921639	248.838	103	40	1376	9207	317.923	2.000	0.584	0.577
788	ID2047	2047	30	126.250	96.221	179.563	0	397	397	2.500	1	-10921639	304.676	111	41	1631	11273	401.513	2.000	0.600	0.569
789	ID2048	2048	30	113.781	96.160	169.980	0	398	398	2.500	1	-10921639	268.405	124	39	1463	9931	336.620	2.000	0.579	0.585
790	ID2050	2050	30	103.397	96.083	160.379	0	399	399	2.500	1	-10921639	256.378	121	36	1254	9486	314.765	2.000	0.579	0.597
791	ID2054	2054	30	113.111	96.048	150.817	0	400	400	2.500	1	-10921639	265.486	109	29	1475	9823	335.235	2.000	0.584	0.584
792	ID2052	2052	30	133.462	95.944	141.208	0	401	401	2.500	1	-10921639	316.189	141	47	1695	11699	395.729	2.000	0.587	0.591
793	ID2057	2057	30	116.621	95.896	131.691	0	402	402	2.500	1	-10921639	276.595	105	37	1541	10234	355.230	2.000	0.578	0.571
794	ID2058	2058	30	112.823	95.862	122.147	0	403	403	2.500	1	-10921639	268.405	114	41	1402	9931	332.344	2.000	0.590	0.599
795	ID2061	2061	30	111.378	95.780	112.633	0	404	404	2.500	1	-10921639	274.541	113	38	1403	10158	345.320	2.000	0.547	0.562
796	ID2062	2062	30	126.520	95.679	103.017	0	405	405	2.500	1	-10921639	309.649	149	45	1645	11457	382.461	2.000	0.560	0.581
797	ID2064	2064	30	105.592	95.610	93.482	0	406	406	2.500	1	-10921639	276.649	114	46	1232	10236	338.015	2.000	0.556	0.585
798	ID2066	2066	30	94.550	95.551	83.936	0	407	407	2.500	1	-10921639	239.784	97	33	1165	8872	290.138	2.000	0.558	0.592
799	ID2070	2070	30	93.171	95.498	74.349	0	408	408	2.500	1	-10921639	246.703	120	47	1093	9128	294.991	2.000	0.568	0.606
800	ID2068	2068	30	90.343	95.406	64.857	0	409	409	2.500	1	-10921639	232.162	105	29	1135	8590	275.972	2.000	0.522	0.577
801	ID2072	2072	30	89.216	95.331	55.257	0	410	410	2.500	1	-10921639	234.351	118	40	1059	8671	270.654	2.000	0.545	0.611
802	ID2074	2074	30	99.368	95.300	45.700	0	411	411	2.500	1	-10921639	253.622	124	31	1264	9384	304.437	2.000	0.509	0.562
803	ID2076	2076	30	129.957	95.155	36.143	0	412	412	2.500	1	-10921639	323.027	169	35	1603	11952	379.847	2.000	0.562	0.612
804	ID2079	2079	30	97.860	95.104	26.574	0	413	413	2.500	1	-10921639	257.757	138	29	1249	9537	297.798	2.000	0.510	0.585
805	ID2080	2080	30	74.836	95.015	17.056	0	414	414	2.500	1	-10921639	198.973	106	30	882	7362	210.835	2.000	0.513	0.640
806	ID2083	2083	30	93.658	94.996	7.517	0	415	415	2.500	1	-10921639	250.135	153	23	1261	9255	287.062	2.000	0.483	0.567
807	ID2033	2033	31	74.979	352.977	246.112	0	390	390	2.500	1	-10921639	221.405	134	55	1058	8192	215.653	2.000	0.404	0.590
808	ID2035	2035	31	70.369	352.891	236.633	0	391	391	2.500	1	-10921639	208.784	127	59	892	7725	208.222	2.000	0.426	0.599
809	ID2037	2037	31	88.641	352.781	227.095	0	392	392	2.500	1	-10921639	252.946	151	62	1217	9359	258.001	2.000	0.457	0.615
810	ID2039	2039	31	95.705	352.664	217.504	0	393	393	2.500	1	-10921639	291.595	148	68	1203	10789	298.877	2.000	0.444	0.600
811	ID2041	2041	31	101.831	352.538	207.970	0	394	394	2.500	1	-10921639	296.811	155	80	1345	10982	310.508	2.000	0.433	0.578
812	ID2042	2042	31	99.691	352.505	198.449	0	395	395	2.500	1	-10921639	292.622	154	61	1226	10827	323.649	2.000	0.452	0.563
813	ID2045	2045	31	104.621	352.390	188.846	0	396	396	2.500	1	-10921639	291.757	143	66	1408	10795	320.061	2.000	0.482	0.593
814	ID2046	2046	31	124.205	352.259	179.305	0	397	397	2.500	1	-10921639	342.595	173	86	1707	12676	379.144	2.000	0.469	0.577
815	ID2049	2049	31	104.077	352.234	169.761	0	398	398	2.500	1	-10921639	283.054	149	50	1380	10473	311.280	2.000	0.485	0.594
816	ID2051	2051	31	101.992	352.167	160.177	0	399	399	2.500	1	-10921639	282.622	164	71	1453	10457	298.901	2.000	0.462	0.598
817	ID2055	2055	31	84.039	352.080	150.578	0	400	400	2.500	1	-10921639	231.919	129	36	1129	8581	260.177	2.000	0.466	0.567
818	ID2053	2053	31	86.424	352.013	141.035	0	401	401	2.500	1	-10921639	229.649	125	63	1310	8497	256.162	2.000	0.463	0.568
819	ID2056	2056	31	97.181	351.914	131.487	0	402	402	2.500	1	-10921639	280.297	142	72	1330	10371	302.119	2.000	0.462	0.586
820	ID2059	2059	31	92.402	351.859	121.925	0	403	403	2.500	1	-10921639	250.216	134	53	1287	9258	270.476	2.000	0.476	0.596
821	ID2060	2060	31	96.922	351.769	112.413	0	404	404	2.500	1	-10921639	277.270	151	65	1197	10259	298.005	2.000	0.469	0.594
822	ID2063	2063	31	79.988	351.714	102.928	0	405	405	2.500	1	-10921639	219.162	132	47	1136	8109	239.695	2.000	0.472	0.587
823	ID2065	2065	31	94.304	351.697	93.290	0	406	406	2.500	1	-10921639	270.135	159	66	1257	9995	286.121	2.000	0.465	0.599
824	ID2067	2067	31	62.778	351.598	83.765	0	407	407	2.500	1	-10921639	184.432	94	42	820	6824	191.443	2.000	0.419	0.569
825	ID2071	2071	31	78.765	351.450	74.195	0	408	408	2.500	1	-10921639	228.811	121	46	1011	8466	240.188	2.000	0.459	0.600
826	ID2069	2069	31	67.409	351.405	64.647	0	409	409	2.500	1	-10921639	201.649	116	41	911	7461	209.401	2.000	0.433	0.582
827	ID2073	2073	31	78.383	351.387	55.063	0	410	410	2.500	1	-10921639	228.405	127	48	1016	8451	233.437	2.000	0.475	0.630
828	ID2075	2075	31	84.291	351.277	45.541	0	411	411	2.500	1	-10921639	249.027	135	47	1127	9214	261.174	2.000	0.432	0.576
829	ID2077	2077	31	99.785	351.205	35.987	0	412	412	2.500	1	-10921639	275.757	142	53	1339	10203	289.745	2.000	0.474	0.612
830	ID2078	2078	31	56.344	351.128	26.421	0	413	413	2.500	1	-10921639	171.405	104	21	696	6342	168.170	2.000	0.436	0.619
831	ID2081	2081	31	67.971	351.063	16.917	0	414	414	2.500	1	-10921639	195.000	123	26	892	7215	191.454	2.000	0.454	0.636
832	ID2082	2082	31	72.641	351.007	7.403	0	415	415	2.500	1	-10921639	216.054	116	47	972	7994	218.067	2.000	0.448	0.613
833	ID2086	2086	32	89.550	87.413	246.426	0	416	416	2.500	1	-10921639	232.622	99	18	1099	8607	288.508	2.000	0.545	0.569
834	ID2084	2084	32	92.468	87.243	236.917	0	417	417	2.500	1	-10921639	219.595	103	36	1228	8125	279.250	2.000	0.569	0.570
835	ID2088	2088	32	87.109	87.251	227.390	0	418	418	2.500	1	-10921639	221.892	95	29	1049	8210	271.023	2.000	0.536	0.572
836	ID2090	2090	32	110.124	87.094	217.835	0	419	419	2.500	1	-10921639	266.054	132	37	1493	9844	325.856	2.000	0.573	0.595
837	ID2092	2092	32	93.802	87.020	208.258	0	420	420	2.500	1	-10921639	223.351	87	27	1238	8264	281.608	2.000	0.578	0.581
838	ID2094	2094	32	108.977	86.909	198.726	0	421	421	2.500	1	-10921639	260.432	132	43	1433	9636	327.231	2.000	0.588	0.590
839	ID2096	2096	32	102.868	86.864	189.197	0	422	422	2.500	1	-10921639	242.378	107	28	1343	8968	308.316	2.000	0.581	0.578
840	ID2099	2099	32	104.661	86.713	179.676	0	423	423	2.500	1	-10921639	254.568	103	26	1363	9419	325.970	2.000	0.574	0.569
841	ID2100	2100	32	116.129	86.702	170.080	0	424	424	2.500	1	-10921639	275.514	110	44	1468	10194	350.448	2.000	0.586	0.581
842	ID2102	2102	32	124.549	86.583	160.491	0	425	425	2.500	1	-10921639	315.703	115	38	1549	11681	409.417	2.000	0.573	0.562
843	ID2104	2104	32	116.662	86.532	150.941	0	426	426	2.500	1	-10921639	284.162	113	44	1509	10514	369.085	2.000	0.557	0.551
844	ID2106	2106	32	97.928	86.495	141.414	0	427	427	2.500	1	-10921639	253.919	121	41	1134	9395	320.073	2.000	0.577	0.580
845	ID2108	2108	32	106.278	86.372	131.832	0	428	428	2.500	1	-10921639	265.054	115	37	1361	9807	324.359	2.000	0.560	0.587
846	ID2110	2110	32	96.628	86.402	122.305	0	429	429	2.500	1	-10921639	244.162	104	35	1192	9034	303.517	2.000	0.577	0.589
847	ID2112	2112	32	115.023	86.265	112.728	0	430	430	2.500	1	-10921639	278.595	119	33	1476	10308	351.202	2.000	0.587	0.587
848	ID2114	2114	32	151.376	86.164	103.184	0	431	431	2.500	1	-10921639	367.351	184	48	1948	13592	448.292	2.000	0.582	0.603
849	ID2117	2117	32	127.369	86.145	93.648	0	432	432	2.500	1	-10921639	313.838	141	20	1628	11612	389.076	2.000	0.565	0.583
850	ID2118	2118	32	110.313	86.031	84.080	0	433	433	2.500	1	-10921639	267.162	122	36	1387	9885	318.497	2.000	0.589	0.622
851	ID2121	2121	32	118.565	85.939	74.519	0	434	434	2.500	1	-10921639	301.649	145	35	1525	11161	367.325	2.000	0.553	0.585
852	ID2122	2122	32	105.715	85.939	64.937	0	435	435	2.500	1	-10921639	251.865	115	33	1483	9319	313.622	2.000	0.548	0.569
853	ID2124	2124	32	101.205	85.802	55.372	0	436	436	2.500	1	-10921639	267.000	142	49	1196	9879	302.757	2.000	0.548	0.625
854	ID2126	2126	32	96.428	85.742	45.852	0	437	437	2.500	1	-10921639	244.324	113	18	1196	9040	283.373	2.000	0.544	0.608
855	ID2128	2128	32	103.245	85.656	36.299	0	438	438	2.500	1	-10921639	267.541	133	50	1259	9899	316.737	2.000	0.556	0.604
856	ID2130	2130	32	110.908	85.601	26.746	0	439	439	2.500	1	-10921639	291.730	156	32	1382	10794	337.936	2.000	0.522	0.593
857	ID2132	2132	32	96.288	85.537	17.198	0	440	440	2.500	1	-10921639	265.216	138	27	1142	9813	290.679	2.000	0.512	0.618
858	ID2134	2134	32	90.209	85.402	7.651	0	441	441	2.500	1	-10921639	249.838	137	23	1118	9244	278.108	2.000	0.489	0.590
859	ID2087	2087	33	77.383	343.557	246.161	0	416	416	2.500	1	-10921639	243.270	149	65	989	9001	232.320	2.000	0.397	0.595
860	ID2085	2085	33	82.198	343.379	236.716	0	417	417	2.500	1	-10921639	249.108	143	48	1051	9217	246.612	2.000	0.421	0.599
861	ID2089	2089	33	91.160	343.278	227.145	0	418	418	2.500	1	-10921639	263.405	150	66	1252	9746	269.444	2.000	0.443	0.600
862	ID2091	2091	33	107.031	343.155	217.637	0	419	419	2.500	1	-10921639	304.595	158	54	1412	11270	323.242	2.000	0.468	0.601
863	ID2093	2093	33	99.761	343.068	208.076	0	420	420	2.500	1	-10921639	278.811	170	70	1380	10316	285.174	2.000	0.455	0.612
864	ID2095	2095	33	98.227	342.986	198.524	0	421	421	2.500	1	-10921639	289.270	171	62	1269	10703	299.612	2.000	0.442	0.592
865	ID2097	2097	33	99.658	342.876	188.982	0	422	422	2.500	1	-10921639	265.378	142	74	1455	9819	294.284	2.000	0.461	0.569
866	ID2098	2098	33	81.982	342.816	179.424	0	423	423	2.500	1	-10921639	224.973	118	44	1123	8324	258.264	2.000	0.480	0.565
867	ID2101	2101	33	102.869	342.782	169.844	0	424	424	2.500	1	-10921639	277.541	164	67	1385	10269	304.032	2.000	0.484	0.595
868	ID2103	2103	33	98.279	342.661	160.305	0	425	425	2.500	1	-10921639	266.432	132	59	1322	9858	309.000	2.000	0.493	0.570
869	ID2105	2105	33	105.212	342.604	150.750	0	426	426	2.500	1	-10921639	291.351	153	51	1370	10780	323.688	2.000	0.490	0.592
870	ID2107	2107	33	109.742	342.493	141.202	0	427	427	2.500	1	-10921639	310.757	153	66	1466	11498	349.851	2.000	0.473	0.571
871	ID2109	2109	33	113.219	342.475	131.655	0	428	428	2.500	1	-10921639	322.162	162	69	1447	11920	361.669	2.000	0.463	0.563
872	ID2111	2111	33	88.964	342.343	122.064	0	429	429	2.500	1	-10921639	252.270	133	55	1148	9334	264.499	2.000	0.466	0.606
873	ID2113	2113	33	88.067	342.238	112.554	0	430	430	2.500	1	-10921639	253.703	140	47	1111	9387	272.664	2.000	0.432	0.561
874	ID2115	2115	33	98.229	342.197	103.047	0	431	431	2.500	1	-10921639	264.811	149	62	1437	9798	291.458	2.000	0.480	0.589
875	ID2116	2116	33	92.751	342.096	93.490	0	432	432	2.500	1	-10921639	268.730	145	60	1194	9943	284.612	2.000	0.465	0.599
876	ID2119	2119	33	86.208	342.071	83.980	0	433	433	2.500	1	-10921639	240.946	143	40	1161	8915	246.346	2.000	0.465	0.621
877	ID2120	2120	33	96.050	341.992	74.352	0	434	434	2.500	1	-10921639	272.027	167	75	1253	10065	285.403	2.000	0.474	0.613
878	ID2123	2123	33	100.627	341.953	64.815	0	435	435	2.500	1	-10921639	285.676	172	51	1319	10570	288.390	2.000	0.454	0.618
879	ID2125	2125	33	81.312	341.836	55.244	0	436	436	2.500	1	-10921639	237.243	142	55	1046	8778	235.447	2.000	0.451	0.626
880	ID2127	2127	33	74.140	341.793	45.721	0	437	437	2.500	1	-10921639	219.838	122	52	989	8134	219.610	2.000	0.409	0.581
881	ID2129	2129	33	87.778	341.685	36.159	0	438	438	2.500	1	-10921639	252.568	141	59	1148	9345	256.654	2.000	0.450	0.611
882	ID2131	2131	33	71.457	341.600	26.608	0	439	439	2.500	1	-10921639	208.270	118	27	965	7706	225.962	2.000	0.444	0.567
883	ID2133	2133	33	79.786	341.546	17.069	0	440	440	2.500	1	-10921639	246.297	164	35	992	9113	236.586	2.000	0.441	0.638
884	ID2135	2135	33	68.175	341.484	7.534	0	441	441	2.500	1	-10921639	221.243	157	29	847	8186	216.221	2.000	0.401	0.586
885	ID2137	2137	34	103.021	77.967	246.593	0	442	442	2.500	1	-10921639	260.000	125	38	1281	9620	315.740	2.000	0.574	0.600
886	ID2138	2138	34	93.804	77.807	237.098	0	443	443	2.500	1	-10921639	223.649	104	23	1231	8275	279.064	2.000	0.572	0.583
887	ID2141	2141	34	88.156	77.647	227.510	0	444	444	2.500	1	-10921639	227.189	100	33	1064	8406	284.353	2.000	0.557	0.572
888	ID2142	2142	34	111.426	77.584	217.998	0	445	445	2.500	1	-10921639	269.730	118	35	1427	9980	347.209	2.000	0.570	0.564
889	ID2144	2144	34	79.243	77.493	208.451	0	446	446	2.500	1	-10921639	207.514	91	14	930	7678	258.813	2.000	0.549	0.569
890	ID2146	2146	34	96.573	77.361	198.867	0	447	447	2.500	1	-10921639	238.027	97	39	1192	8807	293.055	2.000	0.564	0.586
891	ID2148	2148	34	93.589	77.283	189.328	0	448	448	2.500	1	-10921639	230.622	99	30	1233	8533	292.223	2.000	0.569	0.572
892	ID2150	2150	34	93.181	77.223	179.797	0	449	449	2.500	1	-10921639	216.514	94	27	1311	8011	289.595	2.000	0.585	0.552
893	ID2152	2152	34	115.436	77.105	170.234	0	450	450	2.500	1	-10921639	276.000	127	44	1447	10212	341.485	2.000	0.587	0.598
